pokedex_number|pokedex_number_form|name|hp|attack|defense|sp_attack|sp_defense|speed|base_total|base_average|ability_1|ability_2|hidden_ability|type_1|type_2|japanese_name|catch_rate|base_friendship_old|base_friendship|exp_100|category|height_m|weight_kg|hatch_cycles|percentage_male|gen|starter|legendary|mythical|pseudo-legendary|ultra_beast|mega_evolution|fossil
310|310M|Manectric (Mega Manectric)|70|75|80|135|80|135|575|95.83|Intimidate|||Electric||MegaLivoltメガライボルト|45.0|70.0|50|1250000.0|Discharge Pokémon|1.8|44.0|20|50|3|False|False|False|False|False|True|False
311|311|Plusle|60|50|40|85|75|95|405|67.5|Plus||Lightning Rod|Electric||Prasleプラスル|200.0|70.0|50|1000000.0|Cheering Pokémon|0.4|4.2|20|50|3|False|False|False|False|False|False|False
312|312|Minun|60|40|50|75|85|95|405|67.5|Minus||Volt Absorb|Electric||Minunマイナン|200.0|70.0|50|1000000.0|Cheering Pokémon|0.4|4.2|20|50|3|False|False|False|False|False|False|False
313|313|Volbeat|65|73|75|47|85|85|430|71.67|Illuminate|Swarm|Prankster|Bug||Barubeatバルビート|150.0|70.0|50|600000.0|Firefly Pokémon|0.7|17.7|15|100|3|False|False|False|False|False|False|False
314|314|Illumise|65|47|75|73|85|85|430|71.67|Oblivious|Tinted Lens|Prankster|Bug||Illumiseイルミーゼ|150.0|70.0|50|1640000.0|Firefly Pokémon|0.6|17.7|15|0|3|False|False|False|False|False|False|False
315|315|Roselia|50|60|45|100|80|65|400|66.67|Natural Cure|Poison Point|Leaf Guard|Grass|Poison|Roseliaロゼリア|150.0|70.0|50|1059860.0|Thorn Pokémon|0.3|2.0|20|50|3|False|False|False|False|False|False|False
316|316|Gulpin|70|43|53|43|53|40|302|50.33|Liquid Ooze|Sticky Hold|Gluttony|Poison||Gokulinゴクリン|225.0|70.0|50|1640000.0|Stomach Pokémon|0.4|10.3|20|50|3|False|False|False|False|False|False|False
317|317|Swalot|100|73|83|73|83|55|467|77.83|Liquid Ooze|Sticky Hold|Gluttony|Poison||Marunoomマルノーム|75.0|70.0|50|1640000.0|Poison Bag Pokémon|1.7|80.0|20|50|3|False|False|False|False|False|False|False
318|318|Carvanha|45|90|20|65|20|65|305|50.83|Rough Skin||Speed Boost|Water|Dark|Kibanhaキバニア|225.0|35.0|35|1250000.0|Savage Pokémon|0.8|20.8|20|50|3|False|False|False|False|False|False|False
319|319|Sharpedo|70|120|40|95|40|95|460|76.67|Rough Skin||Speed Boost|Water|Dark|Samehaderサメハダー|60.0|35.0|35|1250000.0|Brutal Pokémon|1.8|88.8|20|50|3|False|False|False|False|False|False|False
319|319M|Sharpedo (Mega Sharpedo)|70|140|70|110|65|105|560|93.33|Strong Jaw|||Water|Dark|MegaSamehaderメガサメハダー|60.0|35.0|35|1250000.0|Brutal Pokémon|2.5|130.3|20|50|3|False|False|False|False|False|True|False
320|320|Wailmer|130|70|35|70|35|60|400|66.67|Water Veil|Oblivious|Pressure|Water||Hoerukoホエルコ|125.0|70.0|50|1640000.0|Ball Whale Pokémon|2.0|130.0|40|50|3|False|False|False|False|False|False|False
321|321|Wailord|170|90|45|90|45|60|500|83.33|Water Veil|Oblivious|Pressure|Water||Whalohホエルオー|60.0|70.0|50|1640000.0|Float Whale Pokémon|14.5|398.0|40|50|3|False|False|False|False|False|False|False
322|322|Numel|60|60|40|65|45|35|305|50.83|Oblivious|Simple|Own Tempo|Fire|Ground|Donmelドンメル|255.0|70.0|50|1000000.0|Numb Pokémon|0.7|24.0|20|50|3|False|False|False|False|False|False|False
323|323|Camerupt|70|100|70|105|75|40|460|76.67|Magma Armor|Solid Rock|Anger Point|Fire|Ground|Bakuudaバクーダ|150.0|70.0|50|1000000.0|Eruption Pokémon|1.9|220.0|20|50|3|False|False|False|False|False|False|False
323|323M|Camerupt (Mega Camerupt)|70|120|100|145|105|20|560|93.33|Sheer Force|||Fire|Ground|MegaBakuudaメガバクーダ|150.0|70.0|50|1000000.0|Eruption Pokémon|2.5|320.5|20|50|3|False|False|False|False|False|True|False
324|324|Torkoal|70|85|140|85|70|20|470|78.33|White Smoke|Drought|Shell Armor|Fire||Cotoiseコータス|90.0|70.0|50|1000000.0|Coal Pokémon|0.5|80.4|20|50|3|False|False|False|False|False|False|False
325|325|Spoink|60|25|35|70|80|60|330|55.0|Thick Fat|Own Tempo|Gluttony|Psychic||Banebooバネブー|255.0|70.0|50|800000.0|Bounce Pokémon|0.7|30.6|20|50|3|False|False|False|False|False|False|False
326|326|Grumpig|80|45|65|90|110|80|470|78.33|Thick Fat|Own Tempo|Gluttony|Psychic||Boopigブーピッグ|60.0|70.0|50|800000.0|Manipulate Pokémon|0.9|71.5|20|50|3|False|False|False|False|False|False|False
327|327|Spinda|60|60|60|60|60|60|360|60.0|Own Tempo|Tangled Feet|Contrary|Normal||Patcheelパッチール|255.0|70.0|50|800000.0|Spot Panda Pokémon|1.1|5.0|15|50|3|False|False|False|False|False|False|False
328|328|Trapinch|45|100|45|45|45|10|290|48.33|Hyper Cutter|Arena Trap|Sheer Force|Ground||Nuckrarナックラー|255.0|70.0|50|1059860.0|Ant Pit Pokémon|0.7|15.0|20|50|3|False|False|False|False|False|False|False
329|329|Vibrava|50|70|50|50|50|70|340|56.67|Levitate|||Ground|Dragon|Vibravaビブラーバ|120.0|70.0|50|1059860.0|Vibration Pokémon|1.1|15.3|20|50|3|False|False|False|False|False|False|False
330|330|Flygon|80|100|80|80|80|100|520|86.67|Levitate|||Ground|Dragon|Flygonフライゴン|45.0|70.0|50|1059860.0|Mystic Pokémon|2.0|82.0|20|50|3|False|False|False|False|False|False|False
331|331|Cacnea|50|85|40|85|40|35|335|55.83|Sand Veil||Water Absorb|Grass||Saboneaサボネア|190.0|35.0|35|1059860.0|Cactus Pokémon|0.4|51.3|20|50|3|False|False|False|False|False|False|False
332|332|Cacturne|70|115|60|115|60|55|475|79.17|Sand Veil||Water Absorb|Grass|Dark|Noctusノクタス|60.0|35.0|35|1059860.0|Scarecrow Pokémon|1.3|77.4|20|50|3|False|False|False|False|False|False|False
333|333|Swablu|45|40|60|40|75|50|310|51.67|Natural Cure||Cloud Nine|Normal|Flying|Tylttoチルット|255.0|70.0|50|600000.0|Cotton Bird Pokémon|0.4|1.2|20|50|3|False|False|False|False|False|False|False
334|334|Altaria|75|70|90|70|105|80|490|81.67|Natural Cure||Cloud Nine|Dragon|Flying|Tyltalisチルタリス|45.0|70.0|50|600000.0|Humming Pokémon|1.1|20.6|20|50|3|False|False|False|False|False|False|False
334|334M|Altaria (Mega Altaria)|75|110|110|110|105|80|590|98.33|Pixilate|||Dragon|Fairy|MegaTyltalisメガチルタリス|45.0|70.0|50|600000.0|Humming Pokémon|1.5|20.6|20|50|3|False|False|False|False|False|True|False
335|335|Zangoose|73|115|60|60|60|90|458|76.33|Immunity||Toxic Boost|Normal||Zangooseザングース|90.0|70.0|50|600000.0|Cat Ferret Pokémon|1.3|40.3|20|50|3|False|False|False|False|False|False|False
336|336|Seviper|73|100|60|100|60|65|458|76.33|Shed Skin||Infiltrator|Poison||Habunakeハブネーク|90.0|70.0|50|1640000.0|Fang Snake Pokémon|2.7|52.5|20|50|3|False|False|False|False|False|False|False
337|337|Lunatone|90|55|65|95|85|70|460|76.67|Levitate|||Rock|Psychic|Lunatoneルナトーン|45.0|70.0|50|800000.0|Meteorite Pokémon|1.0|168.0|25||3|False|False|False|False|False|False|False
338|338|Solrock|90|95|85|55|65|70|460|76.67|Levitate|||Rock|Psychic|Solrockソルロック|45.0|70.0|50|800000.0|Meteorite Pokémon|1.2|154.0|25||3|False|False|False|False|False|False|False
339|339|Barboach|50|48|43|46|41|60|288|48.0|Oblivious|Anticipation|Hydration|Water|Ground|Dojoachドジョッチ|190.0|70.0|50|1000000.0|Whiskers Pokémon|0.4|1.9|20|50|3|False|False|False|False|False|False|False
340|340|Whiscash|110|78|73|76|71|60|468|78.0|Oblivious|Anticipation|Hydration|Water|Ground|Namazunナマズン|75.0|70.0|50|1000000.0|Whiskers Pokémon|0.9|23.6|20|50|3|False|False|False|False|False|False|False
341|341|Corphish|43|80|65|50|35|35|308|51.33|Hyper Cutter|Shell Armor|Adaptability|Water||Heiganiヘイガニ|205.0|70.0|50|1640000.0|Ruffian Pokémon|0.6|11.5|15|50|3|False|False|False|False|False|False|False
342|342|Crawdaunt|63|120|85|90|55|55|468|78.0|Hyper Cutter|Shell Armor|Adaptability|Water|Dark|Shizarigerシザリガー|155.0|70.0|50|1640000.0|Rogue Pokémon|1.1|32.8|15|50|3|False|False|False|False|False|False|False
343|343|Baltoy|40|40|55|40|70|55|300|50.0|Levitate|||Ground|Psychic|Yajilonヤジロン|255.0|70.0|50|1000000.0|Clay Doll Pokémon|0.5|21.5|20||3|False|False|False|False|False|False|False
344|344|Claydol|60|70|105|70|120|75|500|83.33|Levitate|||Ground|Psychic|Nendollネンドール|90.0|70.0|50|1000000.0|Clay Doll Pokémon|1.5|108.0|20||3|False|False|False|False|False|False|False
345|345|Lileep|66|41|77|61|87|23|355|59.17|Suction Cups||Storm Drain|Rock|Grass|Lilylaリリーラ|45.0|70.0|50|600000.0|Sea Lily Pokémon|1.0|23.8|30|87.5|3|False|False|False|False|False|False|True
346|346|Cradily|86|81|97|81|107|43|495|82.5|Suction Cups||Storm Drain|Rock|Grass|Yuradleユレイドル|45.0|70.0|50|600000.0|Barnacle Pokémon|1.5|60.4|30|87.5|3|False|False|False|False|False|False|True
347|347|Anorith|45|95|50|40|50|75|355|59.17|Battle Armor||Swift Swim|Rock|Bug|Anopthアノプス|45.0|70.0|50|600000.0|Old Shrimp Pokémon|0.7|12.5|30|87.5|3|False|False|False|False|False|False|True
348|348|Armaldo|75|125|100|70|80|45|495|82.5|Battle Armor||Swift Swim|Rock|Bug|Armaldoアーマルド|45.0|70.0|50|600000.0|Plate Pokémon|1.5|68.2|30|87.5|3|False|False|False|False|False|False|True
349|349|Feebas|20|15|20|10|55|80|200|33.33|Swift Swim|Oblivious|Adaptability|Water||Hinbassヒンバス|255.0|70.0|50|600000.0|Fish Pokémon|0.6|7.4|20|50|3|False|False|False|False|False|False|False
350|350|Milotic|95|60|79|100|125|81|540|90.0|Marvel Scale|Competitive|Cute Charm|Water||Milokarossミロカロス|60.0|70.0|50|600000.0|Tender Pokémon|6.2|162.0|20|50|3|False|False|False|False|False|False|False
351|351|Castform|70|70|70|70|70|70|420|70.0|Forecast|||Normal||Powalenポワルン|45.0|70.0|50|1000000.0|Weather Pokémon|0.3|0.8|25|50|3|False|False|False|False|False|False|False
351|351R|Castform (Rainy Form)|70|70|70|70|70|70|420|70.0|Forecast|||Water||Powalenポワルン|45.0|70.0|50|1000000.0|Weather Pokémon|0.3|0.8|25|50|3|False|False|False|False|False|False|False
351|351Sn|Castform (Snowy Form)|70|70|70|70|70|70|420|70.0|Forecast|||Ice||Powalenポワルン|45.0|70.0|50|1000000.0|Weather Pokémon|0.3|0.8|25|50|3|False|False|False|False|False|False|False
351|351Su|Castform (Sunny Form)|70|70|70|70|70|70|420|70.0|Forecast|||Fire||Powalenポワルン|45.0|70.0|50|1000000.0|Weather Pokémon|0.3|0.8|25|50|3|False|False|False|False|False|False|False
352|352|Kecleon|60|90|70|60|120|40|440|73.33|Color Change||Protean|Normal||Kakureonカクレオン|200.0|70.0|50|1059860.0|Color Swap Pokémon|1.0|22.0|20|50|3|False|False|False|False|False|False|False
353|353|Shuppet|44|75|35|63|33|45|295|49.17|Insomnia|Frisk|Cursed Body|Ghost||Kagebouzuカゲボウズ|225.0|35.0|35|800000.0|Puppet Pokémon|0.6|2.3|25|50|3|False|False|False|False|False|False|False
354|354|Banette|64|115|65|83|63|65|455|75.83|Insomnia|Frisk|Cursed Body|Ghost||Juppetaジュペッタ|45.0|35.0|35|800000.0|Marionette Pokémon|1.1|12.5|25|50|3|False|False|False|False|False|False|False
354|354M|Banette (Mega Banette)|64|165|75|93|83|75|555|92.5|Prankster|||Ghost||MegaJuppetaメガジュペッタ|45.0|35.0|35|800000.0|Marionette Pokémon|1.2|13.0|25|50|3|False|False|False|False|False|True|False
355|355|Duskull|20|40|90|30|90|25|295|49.17|Levitate||Frisk|Ghost||Yomawaruヨマワル|190.0|35.0|35|800000.0|Requiem Pokémon|0.8|15.0|25|50|3|False|False|False|False|False|False|False
356|356|Dusclops|40|70|130|60|130|25|455|75.83|Pressure||Frisk|Ghost||Samayouruサマヨール|90.0|35.0|35|800000.0|Beckon Pokémon|1.6|30.6|25|50|3|False|False|False|False|False|False|False
357|357|Tropius|99|68|83|72|87|51|460|76.67|Chlorophyll|Solar Power|Harvest|Grass|Flying|Tropiusトロピウス|200.0|70.0|50|1250000.0|Fruit Pokémon|2.0|100.0|25|50|3|False|False|False|False|False|False|False
358|358|Chimecho|75|50|80|95|90|65|455|75.83|Levitate|||Psychic||Chireanチリーン|45.0|70.0|50|800000.0|Wind Chime Pokémon|0.6|1.0|25|50|3|False|False|False|False|False|False|False
359|359|Absol|65|130|60|75|60|75|465|77.5|Pressure|Super Luck|Justified|Dark||Absolアブソル|30.0|35.0|35|1059860.0|Disaster Pokémon|1.2|47.0|25|50|3|False|False|False|False|False|False|False
359|359M|Absol (Mega Absol)|65|150|60|115|60|115|565|94.17|Magic Bounce|||Dark||MegaAbsolメガアブソル|30.0|35.0|35|1059860.0|Disaster Pokémon|1.2|49.0|25|50|3|False|False|False|False|False|True|False
360|360|Wynaut|95|23|48|23|48|23|260|43.33|Shadow Tag||Telepathy|Psychic||Sohnanoソーナノ|125.0|70.0|50|1000000.0|Bright Pokémon|0.6|14.0|20|50|3|False|False|False|False|False|False|False
361|361|Snorunt|50|50|50|50|50|50|300|50.0|Inner Focus|Ice Body|Moody|Ice||Yukiwarashiユキワラシ|190.0|70.0|50|1000000.0|Snow Hat Pokémon|0.7|16.8|20|50|3|False|False|False|False|False|False|False
362|362|Glalie|80|80|80|80|80|80|480|80.0|Inner Focus|Ice Body|Moody|Ice||Onigohriオニゴーリ|75.0|70.0|50|1000000.0|Face Pokémon|1.5|256.5|20|50|3|False|False|False|False|False|False|False
362|362M|Glalie (Mega Glalie)|80|120|80|120|80|100|580|96.67|Refrigerate|||Ice||MegaOnigohriメガオニゴーリ|75.0|70.0|50|1000000.0|Face Pokémon|2.1|350.2|20|50|3|False|False|False|False|False|True|False
363|363|Spheal|70|40|50|55|50|25|290|48.33|Thick Fat|Ice Body|Oblivious|Ice|Water|Tamazarashiタマザラシ|255.0|70.0|50|1059860.0|Clap Pokémon|0.8|39.5|20|50|3|False|False|False|False|False|False|False
364|364|Sealeo|90|60|70|75|70|45|410|68.33|Thick Fat|Ice Body|Oblivious|Ice|Water|Todogglerトドグラー|120.0|70.0|50|1059860.0|Ball Roll Pokémon|1.1|87.6|20|50|3|False|False|False|False|False|False|False
365|365|Walrein|110|80|90|95|90|65|530|88.33|Thick Fat|Ice Body|Oblivious|Ice|Water|Todoserugaトドゼルガ|45.0|70.0|50|1059860.0|Ice Break Pokémon|1.4|150.6|20|50|3|False|False|False|False|False|False|False
366|366|Clamperl|35|64|85|74|55|32|345|57.5|Shell Armor||Rattled|Water||Pearluluパールル|255.0|70.0|50|600000.0|Bivalve Pokémon|0.4|52.5|20|50|3|False|False|False|False|False|False|False
367|367|Huntail|55|104|105|94|75|52|485|80.83|Swift Swim||Water Veil|Water||Huntailハンテール|60.0|70.0|50|600000.0|Deep Sea Pokémon|1.7|27.0|20|50|3|False|False|False|False|False|False|False
368|368|Gorebyss|55|84|105|114|75|52|485|80.83|Swift Swim||Hydration|Water||Sakurabyssサクラビス|60.0|70.0|50|600000.0|South Sea Pokémon|1.8|22.6|20|50|3|False|False|False|False|False|False|False
369|369|Relicanth|100|90|130|45|65|55|485|80.83|Swift Swim|Rock Head|Sturdy|Water|Rock|Glanthジーランス|25.0|70.0|50|1250000.0|Longevity Pokémon|1.0|23.4|40|87.5|3|False|False|False|False|False|False|False
370|370|Luvdisc|43|30|55|40|65|97|330|55.0|Swift Swim||Hydration|Water||Lovecusラブカス|225.0|70.0|50|800000.0|Rendezvous Pokémon|0.6|8.7|20|25.0|3|False|False|False|False|False|False|False
371|371|Bagon|45|75|60|40|30|50|300|50.0|Rock Head||Sheer Force|Dragon||Tatsubayタツベイ|45.0|35.0|35|1250000.0|Rock Head Pokémon|0.6|42.1|40|50|3|False|False|False|False|False|False|False
372|372|Shelgon|65|95|100|60|50|50|420|70.0|Rock Head||Overcoat|Dragon||Komoruuコモルー|45.0|35.0|35|1250000.0|Endurance Pokémon|1.1|110.5|40|50|3|False|False|False|False|False|False|False
373|373|Salamence|95|135|80|110|80|100|600|100.0|Intimidate||Moxie|Dragon|Flying|Bohmanderボーマンダ|45.0|35.0|35|1250000.0|Dragon Pokémon|1.5|102.6|40|50|3|False|False|False|True|False|False|False
373|373M|Salamence (Mega Salamence)|95|145|130|120|90|120|700|116.67|Aerilate|||Dragon|Flying|MegaBohmanderメガボーマンダ|45.0|35.0|35|1250000.0|Dragon Pokémon|1.8|112.6|40|50|3|False|False|False|True|False|True|False
374|374|Beldum|40|55|80|35|60|30|300|50.0|Clear Body||Light Metal|Steel|Psychic|Dumbberダンバル|3.0|35.0|35|1250000.0|Iron Ball Pokémon|0.6|95.2|40||3|False|False|False|False|False|False|False
375|375|Metang|60|75|100|55|80|50|420|70.0|Clear Body||Light Metal|Steel|Psychic|Metangメタング|3.0|35.0|35|1250000.0|Iron Claw Pokémon|1.2|202.5|40||3|False|False|False|False|False|False|False
376|376|Metagross|80|135|130|95|90|70|600|100.0|Clear Body||Light Metal|Steel|Psychic|Metagrossメタグロス|3.0|35.0|35|1250000.0|Iron Leg Pokémon|1.6|550.0|40||3|False|False|False|True|False|False|False
376|376M|Metagross (Mega Metagross)|80|145|150|105|110|110|700|116.67|Tough Claws|||Steel|Psychic|MegaMetagrossメガメタグロス|3.0|35.0|35|1250000.0|Iron Leg Pokémon|2.5|942.9|40||3|False|False|False|True|False|True|False
377|377|Regirock|80|100|200|50|100|50|580|96.67|Clear Body||Sturdy|Rock||Regirockレジロック|3.0|35.0|35|1250000.0|Rock Peak Pokémon|1.7|230.0|80||3|False|True|False|False|False|False|False
378|378|Regice|80|50|100|100|200|50|580|96.67|Clear Body||Ice Body|Ice||Regiceレジアイス|3.0|35.0|35|1250000.0|Iceberg Pokémon|1.8|175.0|80||3|False|True|False|False|False|False|False
379|379|Registeel|80|75|150|75|150|50|580|96.67|Clear Body||Light Metal|Steel||Registeelレジスチル|3.0|35.0|35|1250000.0|Iron Pokémon|1.9|205.0|80||3|False|True|False|False|False|False|False
380|380|Latias|80|80|90|110|130|110|600|100.0|Levitate|||Dragon|Psychic|Latiasラティアス|3.0|90.0|90|1250000.0|Eon Pokémon|1.4|40.0|120|0|3|False|True|False|False|False|False|False
380|380M|Latias (Mega Latias)|80|100|120|140|150|110|700|116.67|Levitate|||Dragon|Psychic|MegaLatiasメガラティアス|3.0|90.0|90|1250000.0|Eon Pokémon|1.8|52.0|120|0|3|False|True|False|False|False|True|False
381|381|Latios|80|90|80|130|110|110|600|100.0|Levitate|||Dragon|Psychic|Latiosラティオス|3.0|90.0|90|1250000.0|Eon Pokémon|2.0|60.0|120|100|3|False|True|False|False|False|False|False
381|381M|Latios (Mega Latios)|80|130|100|160|120|110|700|116.67|Levitate|||Dragon|Psychic|MegaLatiosメガラティオス|3.0|90.0|90|1250000.0|Eon Pokémon|2.3|70.0|120|100|3|False|True|False|False|False|True|False
382|382|Kyogre|100|100|90|150|140|90|670|111.67|Drizzle|||Water||Kyogreカイオーガ|3.0|0.0|0|1250000.0|Sea Basin Pokémon|4.5|352.0|120||3|False|True|False|False|False|False|False
382|382P|Kyogre (Primal Kyogre)|100|150|90|180|160|90|770|128.33|Primordial Sea|||Water||PrimalKyogreゲンシカイオーガ|3.0|0.0|0|1250000.0|Sea Basin Pokémon|9.8|430.0|120||3|False|True|False|False|False|False|False
383|383|Groudon|100|150|140|100|90|90|670|111.67|Drought|||Ground||Groudonグラードン|3.0|0.0|0|1250000.0|Continent Pokémon|3.5|950.0|120||3|False|True|False|False|False|False|False
383|383P|Groudon (Primal Groudon)|100|180|160|150|90|90|770|128.33|Desolate Land|||Ground|Fire|PrimalGroudonゲンシグラードン|3.0|0.0|0|1250000.0|Continent Pokémon|5.0|999.7|120||3|False|True|False|False|False|False|False
384|384|Rayquaza|105|150|90|150|90|95|680|113.33|Air Lock|||Dragon|Flying|Rayquazaレックウザ|45.0|0.0|0|1250000.0|Sky High Pokémon|7.0|206.5|120||3|False|True|False|False|False|False|False
384|384M|Rayquaza (Mega Rayquaza)|105|180|100|180|100|115|780|130.0|Delta Stream|||Dragon|Flying|MegaRayquazaメガレックウザ|45.0|0.0|0|1250000.0|Sky High Pokémon|10.8|392.0|120||3|False|True|False|False|False|True|False
385|385|Jirachi|100|100|100|100|100|100|600|100.0|Serene Grace|||Steel|Psychic|Jirachiジラーチ|3.0|100.0|100|1250000.0|Wish Pokémon|0.3|1.1|120||3|False|False|True|False|False|False|False
386|386|Deoxys (Normal Forme)|50|150|50|150|50|150|600|100.0|Pressure|||Psychic||Deoxysデオキシス|3.0|0.0|0|1250000.0|DNA Pokémon|1.7|60.8|120||3|False|False|True|False|False|False|False
386|386A|Deoxys (Attack Forme)|50|180|20|180|20|150|600|100.0|Pressure|||Psychic||Deoxysデオキシス|3.0|0.0|0|1250000.0|DNA Pokémon|1.7|60.8|120||3|False|False|True|False|False|False|False
386|386D|Deoxys (Defense Forme)|50|70|160|70|160|90|600|100.0|Pressure|||Psychic||Deoxysデオキシス|3.0|0.0|0|1250000.0|DNA Pokémon|1.7|60.8|120||3|False|False|True|False|False|False|False
386|386S|Deoxys (Speed Forme)|50|95|90|95|90|180|600|100.0|Pressure|||Psychic||Deoxysデオキシス|3.0|0.0|0|1250000.0|DNA Pokémon|1.7|60.8|120||3|False|False|True|False|False|False|False
387|387|Turtwig|55|68|64|45|55|31|318|53.0|Overgrow||Shell Armor|Grass||Naetleナエトル|45.0|70.0|50|1059860.0|Tiny Leaf Pokémon|0.4|10.2|20|87.5|4|True|False|False|False|False|False|False
388|388|Grotle|75|89|85|55|65|36|405|67.5|Overgrow||Shell Armor|Grass||Hayashigameハヤシガメ|45.0|70.0|50|1059860.0|Grove Pokémon|1.1|97.0|20|87.5|4|True|False|False|False|False|False|False
389|389|Torterra|95|109|105|75|85|56|525|87.5|Overgrow||Shell Armor|Grass|Ground|Dodaitoseドダイトス|45.0|70.0|50|1059860.0|Continent Pokémon|2.2|310.0|20|87.5|4|True|False|False|False|False|False|False
390|390|Chimchar|44|58|44|58|44|61|309|51.5|Blaze||Iron Fist|Fire||Hikozaruヒコザル|45.0|70.0|50|1059860.0|Chimp Pokémon|0.5|6.2|20|87.5|4|True|False|False|False|False|False|False
391|391|Monferno|64|78|52|78|52|81|405|67.5|Blaze||Iron Fist|Fire|Fighting|Moukazaruモウカザル|45.0|70.0|50|1059860.0|Playful Pokémon|0.9|22.0|20|87.5|4|True|False|False|False|False|False|False
392|392|Infernape|76|104|71|104|71|108|534|89.0|Blaze||Iron Fist|Fire|Fighting|Goukazaruゴウカザル|45.0|70.0|50|1059860.0|Flame Pokémon|1.2|55.0|20|87.5|4|True|False|False|False|False|False|False
393|393|Piplup|53|51|53|61|56|40|314|52.33|Torrent||Defiant|Water||Pochamaポッチャマ|45.0|70.0|50|1059860.0|Penguin Pokémon|0.4|5.2|20|87.5|4|True|False|False|False|False|False|False
394|394|Prinplup|64|66|68|81|76|50|405|67.5|Torrent||Defiant|Water||Pottaishiポッタイシ|45.0|70.0|50|1059860.0|Penguin Pokémon|0.8|23.0|20|87.5|4|True|False|False|False|False|False|False
