pokedex_number|pokedex_number_form|name|hp|attack|defense|sp_attack|sp_defense|speed|base_total|base_average|ability_1|ability_2|hidden_ability|type_1|type_2|japanese_name|catch_rate|base_friendship_old|base_friendship|exp_100|category|height_m|weight_kg|hatch_cycles
654|654|Braixen|59|59|58|90|70|73|409|68.17|Blaze||Magician|Fire||Tairenarテールナー|45|70|50|1059860|Fox Pokémon|1|14.5|20
655|655|Delphox|75|69|72|114|100|104|534|89|Blaze||Magician|Fire|Psychic|Mahoxyマフォクシー|45|70|50|1059860|Fox Pokémon|1.5|39|20
656|656|Froakie|41|56|40|62|44|71|314|52.33|Torrent||Protean|Water||Keromatsuケロマツ|45|70|50|1059860|Bubble Frog Pokémon|0.3|7|20
657|657|Frogadier|54|63|52|83|56|97|405|67.5|Torrent||Protean|Water||Gekogashiraゲコガシラ|45|70|50|1059860|Bubble Frog Pokémon|0.6|10.9|20
658|658|Greninja|72|95|67|103|71|122|530|88.33|Torrent||Protean|Water|Dark|Gekkougaゲッコウガ|45|70|50|1059860|Ninja Pokémon|1.5|40|20
658|658A|Greninja (Ash-Greninja)|72|145|67|153|71|132|640|106.67|Battle Bond|||Water|Dark|Satoshi Gekkougaサトシゲッコウガ|45|70|50|1059860|Ninja Pokémon|1.5|40|20
659|659|Bunnelby|38|36|38|32|36|57|237|39.5|Pickup|Cheek Pouch|Huge Power|Normal||Horubeeホルビー|255|70|50|1000000|Digging Pokémon|0.4|5|15
660|660|Diggersby|85|56|77|50|77|78|423|70.5|Pickup|Cheek Pouch|Huge Power|Normal|Ground|Horudoホルード|127|70|50|1000000|Digging Pokémon|1|42.4|15
661|661|Fletchling|45|50|43|40|38|62|278|46.33|Big Pecks||Gale Wings|Normal|Flying|Yayakomaヤヤコマ|255|70|50|1059860|Tiny Robin Pokémon|0.3|1.7|15
662|662|Fletchinder|62|73|55|56|52|84|382|63.67|Flame Body||Gale Wings|Fire|Flying|Hinoyakomaヒノヤコマ|120|70|50|1059860|Ember Pokémon|0.7|16|15
663|663|Talonflame|78|81|71|74|69|126|499|83.17|Flame Body||Gale Wings|Fire|Flying|Fiarrowファイアロー|45|70|50|1059860|Scorching Pokémon|1.2|24.5|15
664|664|Scatterbug|38|35|40|27|25|35|200|33.33|Shield Dust|Compound Eyes|Friend Guard|Bug||Kofukimushiコフキムシ|255|70|50|1000000|Scatterdust Pokémon|0.3|2.5|15
665|665|Spewpa|45|22|60|27|30|29|213|35.5|Shed Skin||Friend Guard|Bug||Kofuuraiコフーライ|120|70|50|1000000|Scatterdust Pokémon|0.3|8.4|15
666|666|Vivillon|80|52|50|90|50|89|411|68.5|Shield Dust|Compound Eyes|Friend Guard|Bug|Flying|Viviyonビビヨン|45|70|50|1000000|Scale Pokémon|1.2|17|15
667|667|Litleo|62|50|58|73|54|72|369|61.5|Rivalry|Unnerve|Moxie|Fire|Normal|Shishikoシシコ|220|70|50|1059860|Lion Cub Pokémon|0.6|13.5|20
668|668|Pyroar|86|68|72|109|66|106|507|84.5|Rivalry|Unnerve|Moxie|Fire|Normal|Kaenjishiカエンジシ|65|70|50|1059860|Royal Pokémon|1.5|81.5|20
669|669|Flabébé|44|38|39|61|79|42|303|50.5|Flower Veil||Symbiosis|Fairy||Flabebeフラベベ|225|70|50|1000000|Single Bloom Pokémon|0.1|0.1|20
670|670|Floette|54|45|47|75|98|52|371|61.83|Flower Veil||Symbiosis|Fairy||Floetteフラエッテ|120|70|50|1000000|Single Bloom Pokémon|0.2|0.9|20
671|671|Florges|78|65|68|112|154|75|552|92|Flower Veil||Symbiosis|Fairy||Florgesフラージェス|45|70|50|1000000|Garden Pokémon|1.1|10|20
672|672|Skiddo|66|65|48|62|57|52|350|58.33|Sap Sipper||Grass Pelt|Grass||Meecleメェークル|200|70|50|1000000|Mount Pokémon|0.9|31|20
673|673|Gogoat|123|100|62|97|81|68|531|88.5|Sap Sipper||Grass Pelt|Grass||Gogoatゴーゴート|45|70|50|1000000|Mount Pokémon|1.7|91|20
674|674|Pancham|67|82|62|46|48|43|348|58|Iron Fist|Mold Breaker|Scrappy|Fighting||Yanchamヤンチャム|220|70|50|1000000|Playful Pokémon|0.6|8|25
675|675|Pangoro|95|124|78|69|71|58|495|82.5|Iron Fist|Mold Breaker|Scrappy|Fighting|Dark|Gorondaゴロンダ|65|70|50|1000000|Daunting Pokémon|2.1|136|25
676|676|Furfrou|75|80|60|65|90|102|472|78.67|Fur Coat|||Normal||Trimmienトリミアン|160|70|50|1000000|Poodle Pokémon|1.2|28|20
677|677|Espurr|62|48|54|63|60|68|355|59.17|Keen Eye|Infiltrator|Own Tempo|Psychic||Nyasperニャスパー|190|70|50|1000000|Restraint Pokémon|0.3|3.5|20
678|678|Meowstic (Male)|74|48|76|83|81|104|466|77.67|Keen Eye|Infiltrator|Prankster|Psychic||Nyaonixニャオニクス|75|70|50|1000000|Constraint Pokémon|0.6|8.5|20
678|678F|Meowstic (Female)|74|48|76|83|81|104|466|77.67|Keen Eye|Infiltrator|Competitive|Psychic||Nyaonixニャオニクス|75|70|50|1000000|Constraint Pokémon|0.6|8.5|20
679|679|Honedge|45|80|100|35|37|28|325|54.17|No Guard|||Steel|Ghost|Hitotsukiヒトツキ|180|70|50|1000000|Sword Pokémon|0.8|2|20
680|680|Doublade|59|110|150|45|49|35|448|74.67|No Guard|||Steel|Ghost|Nidangillニダンギル|90|70|50|1000000|Sword Pokémon|0.8|4.5|20
681|681|Aegislash (Shield Forme)|60|50|140|50|140|60|500|83.33|Stance Change|||Steel|Ghost|Gillgardギルガルド|45|70|50|1000000|Royal Sword Pokémon|1.7|53|20
681|681B|Aegislash (Blade Forme)|60|140|50|140|50|60|500|83.33|Stance Change|||Steel|Ghost|Gillgardギルガルド|45|70|50|1000000|Royal Sword Pokémon|1.7|53|20
682|682|Spritzee|78|52|60|63|65|23|341|56.83|Healer||Aroma Veil|Fairy||Shushupuシュシュプ|200|70|50|1000000|Perfume Pokémon|0.2|0.5|20
683|683|Aromatisse|101|72|72|99|89|29|462|77|Healer||Aroma Veil|Fairy||Frefuwanフレフワン|140|70|50|1000000|Fragrance Pokémon|0.8|15.5|20
684|684|Swirlix|62|48|66|59|57|49|341|56.83|Sweet Veil||Unburden|Fairy||Peroppafuペロッパフ|200|70|50|1000000|Cotton Candy Pokémon|0.4|3.5|20
685|685|Slurpuff|82|80|86|85|75|72|480|80|Sweet Veil||Unburden|Fairy||Peroreamペロリーム|140|70|50|1000000|Meringue Pokémon|0.8|5|20
686|686|Inkay|53|54|53|37|46|45|288|48|Contrary|Suction Cups|Infiltrator|Dark|Psychic|Maaiikaマーイーカ|190|70|50|1000000|Revolving Pokémon|0.4|3.5|20
687|687|Malamar|86|92|88|68|75|73|482|80.33|Contrary|Suction Cups|Infiltrator|Dark|Psychic|Calamaneroカラマネロ|80|70|50|1000000|Overturning Pokémon|1.5|47|20
688|688|Binacle|42|52|67|39|56|50|306|51|Tough Claws|Sniper|Pickpocket|Rock|Water|Kameteteカメテテ|120|70|50|1000000|Two-Handed Pokémon|0.5|31|20
689|689|Barbaracle|72|105|115|54|86|68|500|83.33|Tough Claws|Sniper|Pickpocket|Rock|Water|Gamenodesガメノデス|45|70|50|1000000|Collective Pokémon|1.3|96|20
690|690|Skrelp|50|60|60|60|60|30|320|53.33|Poison Point|Poison Touch|Adaptability|Poison|Water|Kuzumoクズモー|225|70|50|1000000|Mock Kelp Pokémon|0.5|7.3|20
691|691|Dragalge|65|75|90|97|123|44|494|82.33|Poison Point|Poison Touch|Adaptability|Poison|Dragon|Dramidoroドラミドロ|55|70|50|1000000|Mock Kelp Pokémon|1.8|81.5|20
692|692|Clauncher|50|53|62|58|63|44|330|55|Mega Launcher|||Water||Udeppouウデッポウ|225|70|50|1250000|Water Gun Pokémon|0.5|8.3|15
693|693|Clawitzer|71|73|88|120|89|59|500|83.33|Mega Launcher|||Water||Blosterブロスター|55|70|50|1250000|Howitzer Pokémon|1.3|35.3|15
694|694|Helioptile|44|38|33|61|43|70|289|48.17|Dry Skin|Sand Veil|Solar Power|Electric|Normal|Erikiteruエリキテル|190|70|50|1000000|Generator Pokémon|0.5|6|20
695|695|Heliolisk|62|55|52|109|94|109|481|80.17|Dry Skin|Sand Veil|Solar Power|Electric|Normal|Elezardエレザード|75|70|50|1000000|Generator Pokémon|1|21|20
696|696|Tyrunt|58|89|77|45|45|48|362|60.33|Strong Jaw||Sturdy|Rock|Dragon|Chigorasチゴラス|45|70|50|1000000|Royal Heir Pokémon|0.8|26|30
697|697|Tyrantrum|82|121|119|69|59|71|521|86.83|Strong Jaw||Rock Head|Rock|Dragon|Gachigorasガチゴラス|45|70|50|1000000|Despot Pokémon|2.5|270|30
698|698|Amaura|77|59|50|67|63|46|362|60.33|Refrigerate||Snow Warning|Rock|Ice|Amarusアマルス|45|70|50|1000000|Tundra Pokémon|1.3|25.2|30
699|699|Aurorus|123|77|72|99|92|58|521|86.83|Refrigerate||Snow Warning|Rock|Ice|Amarurugaアマルルガ|45|70|50|1000000|Tundra Pokémon|2.7|225|30
700|700|Sylveon|95|65|65|110|130|60|525|87.5|Cute Charm||Pixilate|Fairy||Nymphiaニンフィア|45|70|50|1000000|Intertwining Pokémon|1|23.5|35
701|701|Hawlucha|78|92|75|74|63|118|500|83.33|Limber|Unburden|Mold Breaker|Fighting|Flying|Luchabullルチャブル|100|70|50|1000000|Wrestling Pokémon|0.8|21.5|20
702|702|Dedenne|67|58|57|81|67|101|431|71.83|Cheek Pouch|Pickup|Plus|Electric|Fairy|Dedenneデデンネ|180|70|50|1000000|Antenna Pokémon|0.2|2.2|20
703|703|Carbink|50|50|150|50|150|50|500|83.33|Clear Body||Sturdy|Rock|Fairy|Melecieメレシー|60|70|50|1250000|Jewel Pokémon|0.3|5.7|25
704|704|Goomy|45|50|35|55|75|40|300|50|Sap Sipper|Hydration|Gooey|Dragon||Numeraヌメラ|45|35|35|1250000|Soft Tissue Pokémon|0.3|2.8|40
705|705|Sliggoo|68|75|53|83|113|60|452|75.33|Sap Sipper|Hydration|Gooey|Dragon||Numeilヌメイル|45|35|35|1250000|Soft Tissue Pokémon|0.8|17.5|40
706|706|Goodra|90|100|70|110|150|80|600|100|Sap Sipper|Hydration|Gooey|Dragon||Numelgonヌメルゴン|45|35|35|1250000|Dragon Pokémon|2|150.5|40
707|707|Klefki|57|80|91|80|87|75|470|78.33|Prankster||Magician|Steel|Fairy|Cleffyクレッフィ|75|70|50|800000|Key Ring Pokémon|0.2|3|20
708|708|Phantump|43|70|48|50|60|38|309|51.5|Natural Cure|Frisk|Harvest|Ghost|Grass|Bokureiボクレー|120|70|50|1000000|Stump Pokémon|0.4|7|20
709|709|Trevenant|85|110|76|65|82|56|474|79|Natural Cure|Frisk|Harvest|Ghost|Grass|Ohrotオーロット|60|70|50|1000000|Elder Tree Pokémon|1.5|71|20
710|710|Pumpkaboo (Average Size)|49|66|70|44|55|51|335|55.83|Pickup|Frisk|Insomnia|Ghost|Grass|Bakecchaバケッチャ|120|70|50|1000000|Pumpkin Pokémon|0.4|5|20
710|710L|Pumpkaboo (Large Size)|54|66|70|44|55|46|335|55.83|Pickup|Frisk|Insomnia|Ghost|Grass|Bakecchaバケッチャ|120|70|50||Pumpkin Pokémon|0.5|7.5|20
710|710S|Pumpkaboo (Small Size)|44|66|70|44|55|56|335|55.83|Pickup|Frisk|Insomnia|Ghost|Grass|Bakecchaバケッチャ|120|70|50||Pumpkin Pokémon|0.3|3.5|20
710|710Su|Pumpkaboo (Super Size)|59|66|70|44|55|41|335|55.83|Pickup|Frisk|Insomnia|Ghost|Grass|Bakecchaバケッチャ|120|70|50||Pumpkin Pokémon|0.8|15|20
711|711|Gourgeist (Average Size)|65|90|122|58|75|84|494|82.33|Pickup|Frisk|Insomnia|Ghost|Grass|Pumpjinパンプジン|60|70|50|1000000|Pumpkin Pokémon|0.9|12.5|20
711|711L|Gourgeist (Large Size)|75|95|122|58|75|69|494|82.33|Pickup|Frisk|Insomnia|Ghost|Grass|Pumpjinパンプジン|60|70|50||Pumpkin Pokémon|1.1|14|20
711|711S|Gourgeist (Small Size)|55|85|122|58|75|99|494|82.33|Pickup|Frisk|Insomnia|Ghost|Grass|Pumpjinパンプジン|60|70|50||Pumpkin Pokémon|0.7|9.5|20
711|711Su|Gourgeist (Super Size)|85|100|122|58|75|54|494|82.33|Pickup|Frisk|Insomnia|Ghost|Grass|Pumpjinパンプジン|60|70|50||Pumpkin Pokémon|1.7|39|20
712|712|Bergmite|55|69|85|32|35|28|304|50.67|Own Tempo|Ice Body|Sturdy|Ice||Kachikohruカチコール|190|70|50|1000000|Ice Chunk Pokémon|1|99.5|20
713|713|Avalugg|95|117|184|44|46|28|514|85.67|Own Tempo|Ice Body|Sturdy|Ice||Crebaseクレベース|55|70|50|1000000|Iceberg Pokémon|2|505|20
714|714|Noibat|40|30|35|45|40|55|245|40.83|Frisk|Infiltrator|Telepathy|Flying|Dragon|Onbatオンバット|190|70|50|1000000|Sound Wave Pokémon|0.5|8|20
715|715|Noivern|85|70|80|97|80|123|535|89.17|Frisk|Infiltrator|Telepathy|Flying|Dragon|Onvernオンバーン|45|70|50|1000000|Sound Wave Pokémon|1.5|85|20
716|716|Xerneas|126|131|95|131|98|99|680|113.33|Fairy Aura|||Fairy||Xerneasゼルネアス|45|0|0|1250000|Life Pokémon|3|215|120
717|717|Yveltal|126|131|95|131|98|99|680|113.33|Dark Aura|||Dark|Flying|Yveltalイベルタル|45|0|0|1250000|Destruction Pokémon|5.8|203|120
718|718|Zygarde (50% Forme)|108|100|121|81|95|95|600|100|Aura Break|Power Construct||Dragon|Ground|Zygardeジガルデ|3|0|0|1250000|Order Pokémon|5|305|120
718|718C|Zygarde (Complete Forme)|216|100|121|91|95|85|708|118|Power Construct|||Dragon|Ground|Zygardeジガルデ|3|0|0||Order Pokémon|1.2|33.5|120
718|718T|Zygarde (10% Forme)|54|100|71|61|85|115|486|81|Aura Break|Power Construct||Dragon|Ground|Zygardeジガルデ|3|0|0||Order Pokémon|4.5|610|120
719|719|Diancie|50|100|150|100|150|50|600|100|Clear Body|||Rock|Fairy|Diancieディアンシー|3|70|50|1250000|Jewel Pokémon|0.7|8.8|25
719|719M|Diancie (Mega Diancie)|50|160|110|160|110|110|700|116.67|Magic Bounce|||Rock|Fairy|MegaDiancieメガディアンシー|3|70|50||Jewel Pokémon|1.1|27.8|25
720|720|Hoopa (Hoopa Confined)|80|110|60|150|130|70|600|100|Magician|||Psychic|Ghost|Hoopaフーパ|3|100|100|1250000|Mischief Pokémon|0.5|9|120
720|720U|Hoopa (Hoopa Unbound)|80|160|60|170|130|80|680|113.33|Magician|||Psychic|Dark|Hoopaフーパ|3|100|50||Djinn Pokémon|6.5|490|120
721|721|Volcanion|80|110|120|130|90|70|600|100|Water Absorb|||Fire|Water|Volcanionボルケニオン|3|100|100|1250000|Steam Pokémon|1.7|195|120
722|722|Rowlet|68|55|55|50|50|42|320|53.33|Overgrow||Long Reach|Grass|Flying|Mokurohモクロー|45|70|50|1059860|Grass Quill Pokémon|0.3|1.5|15
723|723|Dartrix|78|75|75|70|70|52|420|70|Overgrow||Long Reach|Grass|Flying|Fukuthrowフクスロー|45|70|50|1059860|Blade Quill Pokémon|0.7|16|15
724|724|Decidueye|78|107|75|100|100|70|530|88.33|Overgrow||Long Reach|Grass|Ghost|Junaiperジュナイパー|45|70|50|1059860|Arrow Quill Pokémon|1.6|36.6|15
725|725|Litten|45|65|40|60|40|70|320|53.33|Blaze||Intimidate|Fire||Nyabbyニャビー|45|70|50|1059860|Fire Cat Pokémon|0.4|4.3|15
726|726|Torracat|65|85|50|80|50|90|420|70|Blaze||Intimidate|Fire||Nyaheatニャヒート|45|70|50|1059860|Fire Cat Pokémon|0.7|25|15
727|727|Incineroar|95|115|90|80|90|60|530|88.33|Blaze||Intimidate|Fire|Dark|Gaogaenガオガエン|45|70|50|1059860|Heel Pokémon|1.8|83|15
728|728|Popplio|50|54|54|66|56|40|320|53.33|Torrent||Liquid Voice|Water||Ashimariアシマリ|45|70|50|1059860|Sea Lion Pokémon|0.4|7.5|15
729|729|Brionne|60|69|69|91|81|50|420|70|Torrent||Liquid Voice|Water||Osyamariオシャマリ|45|70|50|1059860|Pop Star Pokémon|0.6|17.5|15
730|730|Primarina|80|74|74|126|116|60|530|88.33|Torrent||Liquid Voice|Water|Fairy|Ashireneアシレーヌ|45|70|50|1059860|Soloist Pokémon|1.8|44|15
731|731|Pikipek|35|75|30|30|30|65|265|44.17|Keen Eye|Skill Link|Pickup|Normal|Flying|Tsutsukeraツツケラ|255|70|50|1000000|Woodpecker Pokémon|0.3|1.2|15
732|732|Trumbeak|55|85|50|40|50|75|355|59.17|Keen Eye|Skill Link|Pickup|Normal|Flying|Kerarappaケララッパ|120|70|50|1000000|Bugle Beak Pokémon|0.6|14.8|15
733|733|Toucannon|80|120|75|75|75|60|485|80.83|Keen Eye|Skill Link|Sheer Force|Normal|Flying|Dodekabashiドデカバシ|45|70|50|1000000|Cannon Pokémon|1.1|26|15
734|734|Yungoos|48|70|30|30|30|45|253|42.17|Stakeout|Strong Jaw|Adaptability|Normal||Youngooseヤングース|255|70|50|1000000|Loitering Pokémon|0.4|6|15
735|735|Gumshoos|88|110|60|55|60|45|418|69.67|Stakeout|Strong Jaw|Adaptability|Normal||Dekagooseデカグース|127|70|50|1000000|Stakeout Pokémon|0.7|14.2|15
736|736|Grubbin|47|62|45|55|45|46|300|50|Swarm|||Bug||Agojimushiアゴジムシ|255|70|50|1000000|Larva Pokémon|0.4|4.4|15
737|737|Charjabug|57|82|95|55|75|36|400|66.67|Battery|||Bug|Electric|Dendimushiデンヂムシ|120|70|50|1000000|Battery Pokémon|0.5|10.5|15
738|738|Vikavolt|77|70|90|145|75|43|500|83.33|Levitate|||Bug|Electric|Kuwagannonクワガノン|45|70|50|1000000|Stag Beetle Pokémon|1.5|45|15
739|739|Crabrawler|47|82|57|42|47|63|338|56.33|Hyper Cutter|Iron Fist|Anger Point|Fighting||Makenkaniマケンカニ|225|70|50|1000000|Boxing Pokémon|0.6|7|20
740|740|Crabominable|97|132|77|62|67|43|478|79.67|Hyper Cutter|Iron Fist|Anger Point|Fighting|Ice|Kekenkaniケケンカニ|60|70|50|1000000|Woolly Crab Pokémon|1.7|180|20
741|741|Oricorio (Baile Style)|75|70|70|98|70|93|476|79.33|Dancer|||Fire|Flying|Odoridoriオドリドリ|45|70|50|1000000|Dancing Pokémon|0.6|3.4|20
741|7141PP|Oricorio (Pom-Pom Style)|75|70|70|98|70|93|476|79.33|Dancer|||Electric|Flying|Odoridoriオドリドリ|45|70|50|1000000|Dancing Pokémon|0.6|3.4|20
741|741P|Oricorio (Pa’u Style)|75|70|70|98|70|93|476|79.33|Dancer|||Psychic|Flying|Odoridoriオドリドリ|45|70|50|1000000|Dancing Pokémon|0.6|3.4|20
741|741S|Oricorio (Sensu Style)|75|70|70|98|70|93|476|79.33|Dancer|||Ghost|Flying|Odoridoriオドリドリ|45|70|50|1000000|Dancing Pokémon|0.6|3.4|20
742|742|Cutiefly|40|45|40|55|40|84|304|50.67|Honey Gather|Shield Dust|Sweet Veil|Bug|Fairy|Abulyアブリー|190|70|50|1000000|Bee Fly Pokémon|0.1|0.2|20
743|743|Ribombee|60|55|60|95|70|124|464|77.33|Honey Gather|Shield Dust|Sweet Veil|Bug|Fairy|Aburibbonアブリボン|75|70|50|1000000|Bee Fly Pokémon|0.2|0.5|20
744|744|Rockruff|45|65|40|30|40|60|280|46.67|Keen Eye|Vital Spirit|Steadfast|Rock||Iwankoイワンコ|190|70|50|1000000|Puppy Pokémon|0.5|9.2|15
744|744OT|Rockruff (Own Tempo)|45|65|40|30|40|60|280|46.67|Own Tempo|||Rock||Iwankoイワンコ|190|70|50|1000000|Puppy Pokémon|0.5|9.2|15
745|745|Lycanroc (Midday Form)|75|115|65|55|65|112|487|81.17|Keen Eye|Sand Rush|Steadfast|Rock||Lugaruganルガルガン|90|70|50|1000000|Wolf Pokémon|0.8|25|15
745|745D|Lycanroc (Dusk Form)|75|117|65|55|65|110|487|81.17|Tough Claws|||Rock||Lugaruganルガルガン|90|70|50|1000000|Wolf Pokémon|0.8|25|15
745|745Mn|Lycanroc (Midnight Form)|85|115|75|55|75|82|487|81.17|Keen Eye|Vital Spirit|No Guard|Rock||Lugaruganルガルガン|90|70|50|1000000|Wolf Pokémon|1.1|25|15
746|746|Wishiwashi (Solo Form)|45|20|20|25|25|40|175|29.17|Schooling|||Water||Yowashiヨワシ|60|70|50|800000|Small Fry Pokémon|0.2|0.3|15
746|746Sc|Wishiwashi (School Form)|45|140|130|140|135|30|620|103.33|Schooling|||Water||Yowashiヨワシ|60|70|50|800000|Small Fry Pokémon|8.2|78.6|15
747|747|Mareanie|50|53|62|43|52|45|305|50.83|Merciless|Limber|Regenerator|Poison|Water|Hidoideヒドイデ|190|70|50|1000000|Brutal Star Pokémon|0.4|8|20
748|748|Toxapex|50|63|152|53|142|35|495|82.5|Merciless|Limber|Regenerator|Poison|Water|Dohidoideドヒドイデ|75|70|50|1000000|Brutal Star Pokémon|0.7|14.5|20
749|749|Mudbray|70|100|70|45|55|45|385|64.17|Own Tempo|Stamina|Inner Focus|Ground||Dorobankoドロバンコ|190|70|50|1000000|Donkey Pokémon|1|110|20
750|750|Mudsdale|100|125|100|55|85|35|500|83.33|Own Tempo|Stamina|Inner Focus|Ground||Banbadoroバンバドロ|60|70|50|1000000|Draft Horse Pokémon|2.5|920|20
751|751|Dewpider|38|40|52|40|72|27|269|44.83|Water Bubble||Water Absorb|Water|Bug|Shizukumoシズクモ|200|70|50|1000000|Water Bubble Pokémon|0.3|4|15
752|752|Araquanid|68|70|92|50|132|42|454|75.67|Water Bubble||Water Absorb|Water|Bug|Onishizukumoオニシズクモ|100|70|50|1000000|Water Bubble Pokémon|1.8|82|15
753|753|Fomantis|40|55|35|50|35|35|250|41.67|Leaf Guard||Contrary|Grass||Karikiriカリキリ|190|70|50|1000000|Sickle Grass Pokémon|0.3|1.5|20
754|754|Lurantis|70|105|90|80|90|45|480|80|Leaf Guard||Contrary|Grass||Lalantesラランテス|75|70|50|1000000|Bloom Sickle Pokémon|0.9|18.5|20
755|755|Morelull|40|35|55|65|75|15|285|47.5|Illuminate|Effect Spore|Rain Dish|Grass|Fairy|Nemasyuネマシュ|190|70|50|1000000|Illuminating Pokémon|0.2|1.5|20
756|756|Shiinotic|60|45|80|90|100|30|405|67.5|Illuminate|Effect Spore|Rain Dish|Grass|Fairy|Mashadeマシェード|75|70|50|1000000|Illuminating Pokémon|1|11.5|20
757|757|Salandit|48|44|40|71|40|77|320|53.33|Corrosion||Oblivious|Poison|Fire|Yatoumoriヤトウモリ|120|70|50|1000000|Toxic Lizard Pokémon|0.6|4.8|20
758|758|Salazzle|68|64|60|111|60|117|480|80|Corrosion||Oblivious|Poison|Fire|Ennewtエンニュート|45|70|50|1000000|Toxic Lizard Pokémon|1.2|22.2|20
759|759|Stufful|70|75|50|45|50|50|340|56.67|Fluffy|Klutz|Cute Charm|Normal|Fighting|Nuikogumaヌイコグマ|140|70|50|1000000|Flailing Pokémon|0.5|6.8|15
760|760|Bewear|120|125|80|55|60|60|500|83.33|Fluffy|Klutz|Unnerve|Normal|Fighting|Kiterugumaキテルグマ|70|70|50|1000000|Strong Arm Pokémon|2.1|135|15
761|761|Bounsweet|42|30|38|30|38|32|210|35|Leaf Guard|Oblivious|Sweet Veil|Grass||Amakajiアマカジ|235|70|50|1059860|Fruit Pokémon|0.3|3.2|20
762|762|Steenee|52|40|48|40|48|62|290|48.33|Leaf Guard|Oblivious|Sweet Veil|Grass||Amamaikoアママイコ|120|70|50|1059860|Fruit Pokémon|0.7|8.2|20
763|763|Tsareena|72|120|98|50|98|72|510|85|Leaf Guard|Queenly Majesty|Sweet Veil|Grass||Amajoアマージョ|45|70|50|1059860|Fruit Pokémon|1.2|21.4|20
764|764|Comfey|51|52|90|82|110|100|485|80.83|Flower Veil|Triage|Natural Cure|Fairy||Cuwawaキュワワー|60|70|50|800000|Posy Picker Pokémon|0.1|0.3|20
765|765|Oranguru|90|60|80|90|110|60|490|81.67|Inner Focus|Telepathy|Symbiosis|Normal|Psychic|Yareyuutanヤレユータン|45|70|50|1250000|Sage Pokémon|1.5|76|20
766|766|Passimian|100|120|90|40|60|80|490|81.67|Receiver||Defiant|Fighting||Nagetukesaruナゲツケサル|45|70|50|1250000|Teamwork Pokémon|2|82.8|20
767|767|Wimpod|25|35|40|20|30|80|230|38.33|Wimp Out|||Bug|Water|Kosokumushiコソクムシ|90|70|50|1000000|Turn Tail Pokémon|0.5|12|20
768|768|Golisopod|75|125|140|60|90|40|530|88.33|Emergency Exit|||Bug|Water|Gusokumushaグソクムシャ|45|70|50|1000000|Hard Scale Pokémon|2|108|20
769|769|Sandygast|55|55|80|70|45|15|320|53.33|Water Compaction||Sand Veil|Ghost|Ground|Sunabaスナバァ|140|70|50|1000000|Sand Heap Pokémon|0.5|70|15
770|770|Palossand|85|75|110|100|75|35|480|80|Water Compaction||Sand Veil|Ghost|Ground|Sirodethnaシロデスナ|60|70|50|1000000|Sand Castle Pokémon|1.3|250|15
771|771|Pyukumuku|55|60|130|30|130|5|410|68.33|Innards Out||Unaware|Water||Namakobushiナマコブシ|60|70|50|800000|Sea Cucumber Pokémon|0.3|1.2|15
772|772|Type: Null|95|95|95|95|95|59|534|89|Battle Armor|||Normal||Type: Nullタイプ：ヌル|3|0|0|1250000|Synthetic Pokémon|1.9|120.5|120
773|773|Silvally|95|95|95|95|95|95|570|95|RKS System|||Normal||Silvadyシルヴァディ|3|0|0|1250000|Synthetic Pokémon|2.3|100.5|120
774|774|Minior (Meteor Form)|60|60|100|60|100|60|440|73.33|Shields Down|||Rock|Flying|Metenoメテノ|30|70|50|1059860|Meteor Pokémon|0.3|40|25
774|774R|Minior (Core)|60|100|60|100|60|120|500|83.33|Shields Down|||Rock|Flying|Metenoメテノ|30|70|50|1059860|Meteor Pokémon|0.3|0.3|25
775|775|Komala|65|115|65|75|95|65|480|80|Comatose|||Normal||Nekkoaraネッコアラ|45|70|50|1250000|Drowsing Pokémon|0.4|19.9|20
776|776|Turtonator|60|78|135|91|85|36|485|80.83|Shell Armor|||Fire|Dragon|Bakugamesバクガメス|70|70|50|1000000|Blast Turtle Pokémon|2|212|20
777|777|Togedemaru|65|98|63|40|73|96|435|72.5|Iron Barbs|Lightning Rod|Sturdy|Electric|Steel|Togedemaruトゲデマル|180|70|50|1000000|Roly-Poly Pokémon|0.3|3.3|10
778|778|Mimikyu|55|90|80|50|105|96|476|79.33|Disguise|||Ghost|Fairy|Mimikkyuミミッキュ|45|70|50|1000000|Disguise Pokémon|0.2|0.7|20
779|779|Bruxish|68|105|70|70|70|92|475|79.17|Dazzling|Strong Jaw|Wonder Skin|Water|Psychic|Hagigishiriハギギシリ|80|70|50|1000000|Gnash Teeth Pokémon|0.9|19|15
780|780|Drampa|78|60|85|135|91|36|485|80.83|Berserk|Sap Sipper|Cloud Nine|Normal|Dragon|Jijilongジジーロン|70|70|50|1000000|Placid Pokémon|3|185|20
781|781|Dhelmise|70|131|100|86|90|40|517|86.17|Steelworker|||Ghost|Grass|Dadarinダダリン|25|70|50|1000000|Sea Creeper Pokémon|3.9|210|25
782|782|Jangmo-o|45|55|65|45|45|45|300|50|Bulletproof|Soundproof|Overcoat|Dragon||Jyarakoジャラコ|45|70|50|1250000|Scaly Pokémon|0.6|29.7|40
783|783|Hakamo-o|55|75|90|65|70|65|420|70|Bulletproof|Soundproof|Overcoat|Dragon|Fighting|Jyarangoジャランゴ|45|70|50|1250000|Scaly Pokémon|1.2|47|40
